,Company site,Traded on,Revenue,Operating income,Net income,Total assets,Total equity
96,https://www.tatamotors.com,BSE,₹281.507.3 crore,₹24.720.1 crore,₹−11.441.5 crore,₹330.619 crore,₹44.554 crore
97,http://www.bestbuy.com,NYSE,US$46.3 billion,US$1.79 billion,US$1.42 billion,US$15.8 billion,US$2.79 billion
98,https://www.rbcroyalbank.com,TSX,C$49.69 billion,,C$16.05 billion,C$2.1 trillion,C$98.76 billion
99,https://www.credit-suisse.com,SIX,CHF 14.92 billion,CHF −3.2 billion,CHF −7.3 billion,CHF 531.4 billion,CHF 45.13 billion
100,https://www.capitalone.com,NYSE,US$38.37 billion,US$1.54 billion,US$1.16 billion,US$444.23 billion,US$50.86 billion
102,https://www.visa.com,NYSE,US$29.31 billion,US$18.81 billion,US$14.96 billion,US$85.50 billion,US$35.58 billion
103,https://www.lockheedmartin.com,NYSE,US$65.98 billion,US$8.35 billion,US$5.73 billion,US$52.88 billion,US$9.27 billion
104,http://dbs.com,SGX,US$10.28 billion,S$6.517 billion,US$4.95 billion,US$501.9 billion,
105,https://www.sainsburys.co.uk/Sainsbury's,LSE,£29.895 billion,£1.039 million,£677 million,,
106,https://www.siriusxm.com,Nasdaq,US$9.0 billion,US$1.647 billion,US$1.21 billion,US$11.149 billion,US$−754.0 million
107,http://lyft.com,Nasdaq,US$4.10 billion,US$−1.5 billion,US$−1.6 billion,US$4.56 billion,US$389 million
108,https://www.airbus.com,Euronext Paris,€58.76 billion,€5.33 billion,€4.25 billion,€115.94 billion,€12.98 billion
109,https://www.capgemini.com,Euronext Paris,€22 billion,€1.84  billion,€1.16 billion,€21.95 billion,€6.11 billion
110,https://www.beyondmeat.com,Nasdaq,US$464.7 million,,,,
111,http://jll.com,NYSE,$20.862 billion,$868.1 million,$654.5 million,$15.593 billion,
113,https://www.cbre.com,NYSE,US$27.75 billion,US$1.64 billion,US$1.84 billion,US$22.07 billion,US$8.53 billion
114,https://www.schneider-electric.us/en/Schneider Electric,Euronext Paris,€34.17 billion,€4.93 billion,€3.53 billion,€58.36 billion,€26.09 billion
115,https://www.ubs.com,SIX,US$34.6 billion,US$9.60 billion,US$7.63 billion,US$1.10 trillion,US$56.9 billion
116,http://saudiaramco.com,Tadawul,US$359.181 billion,US$205.844 billion,US$109.385 billion,US$331.818 billion,US$576.718 billion
117,https://www.novonordisk.com,Nasdaq Copenhagen,140.8 billion kr.,58.64 billion kr.,47.76 billion kr.,194.5 billion kr.,70.75 billion kr.
118,https://www.qualcomm.com,Nasdaq,US$44.20 billion,US$15.86 billion,US$12.94 billion,US$49.01 billion,US$18.01 billion
119,http://www.kraftheinzcompany.com,Nasdaq,US$26.04 billion,US$3.46 billion,US$1.02 billion,US$93.39 billion,US$49.45 billion
120,http://www.teleperformance.com,Euronext Paris,EUR €8.154 million,EUR €994 millon,EUR €645 millon,,
121,https://www.ti.com,Nasdaq,US$20.03 billion,US$10.14 billion,US$8.75 billion,US$27.21 billion,US$14.58 billion
122,https://lifeatexpedia.com,Nasdaq,US$11.67 billion,US$1.085 billion,US$352 million,US$21.56 billion,US$2.28 billion
123,https://hcltech.com,BSE,₹85.665 crore,₹22.331 crore,₹11.169 crore,₹86.194 crore,₹59.370 crore
124,http://www.chevron.com,NYSE,US$246.3 billion,US$49.67 billion,US$35.47 billion,US$257.7 billion,US$159.3 billion
125,https://www.nykaa.com,NSE,₹3.800 crore,₹47 crore,₹41 crore,₹2.646 crore,₹1.339 crore
126,https://www.uipath.com,NYSE,US$1.06 billion,US$−348 million,US$−328 million,US$2.74 billion,US$1.92 billion
127,http://www.carmax.com,NYSE,US$18.95 billion,,US$2.37 billion,,
128,https://www.robinhood.com,Nasdaq,US$1.36 billion,US$−1.01 billion,US$−1.03 billion,US$23.34 billion,US$6.96 billion
129,https://www.apollo.com,NYSE,US$10.9 billion,US$−5.8 billion,US$−3.2 billion,US$259 billion,US$397 million
130,https://www.nintendo.com,TYO,¥1.695 trillion,¥592.760 billion,¥477.714 billion,¥2.662 trillion,¥2.069 trillion
131,https://www.activisionblizzard.com,Nasdaq,US$7.53 billion,US$1.67 billion,US$1.51 billion,US$27.4 billion,US$19.2 billion
132,http://www.sofi.com,Nasdaq,US$1.573 billion,,US$−320 million,US$19.007 billion,US$5.21 billion
133,https://www.upl-ltd.com,BSE,₹46.521 crore,₹4.832 crore,₹4.303 crore,₹82.679 crore,₹24.661 crore
134,http://ubisoft.com,Euronext Paris,€2.125 billion,€241.5 million,€79.1 million,€4.959 billion,€1.807 billion
135,http://td.com,TSX,CA$49.03 billion,,$17.43 billion,$1.92 trillion,$111.4 billion
136,https://www.natwestgroup.com,LSE,£13.156 billion,£5.132 billion,£3.595 billion,£720.053 billion,£36.496 billion
137,https://www.singtel.com,SGX,S$16.54 billion,S$3.7 billion,S$1.08 billion,S$48.96 billion,S$26.79 billion
138,https://www.hellofresh.com,FWB,€5.99 billion,,,,
140,https://www.inditex.com,BMAD,€32.569 billion,€5.520 billion,€4.147 billion,€29.983 billion,€17.033 billion
142,https://www.rtx.com,NYSE,US$67.07 billion,US$5.41 billion,US$5.20 billion,US$158.86 billion,US$72.63 billion
143,https://www.hilton.com,NYSE,US$8.77 billion,US$2.09 billion,US$1.26 billion,US$15.51 billion,US$−1.1 billion
144,https://www.lloydsbankinggroup.com,LSE,£13.957 billion,£6.928 billion,£5.555 billion,£877.8 billion,£47.5 billion
145,http://sportsdirect.com,LSE,£4,672.9 million,£301.2 million,£256.9 million,
146,https://www.mondelezinternational.com,Nasdaq,US$28.72 billion,US$4.65 billion,US$4.30 billion,US$67.09 billion,US$28.27 billion
147,http://bmo.com,TSX,Can$27.19 billion,n,Can$7.75 billion,Can$1.14 trillion,Can$57.52 billion
148,http://prada.com,SEHK,€3.37 billion,€489.5 million,€295.1 million,€6.96 billion,€3.13 billion
149,https://www.lowes.com,NYSE,US$72.148 billion,US$6.314 billion,US$4.281 billion,US$39.471 billion,US$1.972 billion
150,https://www.allstatecorporation.com,NYSE,US$44.588 billion,US$6.089 billion,US$4.847 billion,US$119.950 billion,US$25.998 billion
151,https://www.pmi.com,NYSE,US$31.405 billion,US$12.860 billion,US$9.109 billion,US$41.290 billion,–US$8.208 Billion
153,https://www.bms.com,NYSE,US$46.16 billion,US$7.71 billion,US$6.32 billion,US$96.82 billion,US$31.06 billion
154,https://www.workday.com,Nasdaq,US$6.216 billion,US$−222 million,US$−367 million,US$13.49 billion,US$5.586 billion
155,https://www.philips.co.uk/Philips,Euronext Amsterdam,€17.83 billion,€−1.53 billion,€−1.61 billion,€30.69 billion,€13.28 billion
156,http://www.northropgrumman.com,NYSE,US$36.60 billion,US$3.60 billion,US$4.90 billion,US$43.76 billion,US$15.31 billion
157,https://www.mckesson.com,NYSE,US$263.97 billion,US$1.29 billion,US$1.29 billion,US$63.30 billion,US$1.79 billion
158,https://www.bnymellon.com,NYSE,US$16.38 billion,US$3.328 billion,US$2.362 billion,US$405.8 billion,US$40.73 billion
159,https://www.airtel.com,BSE,₹117.081 crore,₹10.059 crore,₹5.882 crore,₹416.413 crore,₹66.554 crore
160,https://www.usbank.com,NYSE,US$24.302 billion,,US$5.825 billion,US$674.805 billion,US$51.232 billion
162,http://absa.co.zaAbsa Group,JSE,R80.12 billion,R21.75 billion,R14.53 billion,R1.399 trillion,R128.7 billion
163,http://endeavorco.com,NYSE,US$5.08 billion,US$−22 million,US$−467 million,US$11.43 billion,US$2.12 billion
164,https://www.wwe.com,NYSE,US$1.291 billion,US$259 million,US$195.6 million,US$1.204 billion,US$381.3 million
165,https://modernatx.com,Nasdaq,US$19.26 billion,US$9.420 billion,US$8.362 billion,US$25.86 billion,US$19.12 billion
166,NoneRoche,SIX,SFr 66.43 billion,SFr 17.48 billion,SFr 13.53 billion,SFr 88.15 billion,SFr 32.02 billion
167,https://www.gsk.com,LSE,£29.324 billion,£6.433 billion,£15.621 billion,£60.146 billion,£10.096 billion
168,https://www.bayer.com,FWB,€44.081 billion,€3.353 billion,€1 billion,€120.241 billion,€33.168 billion
169,https://www.micron.com,Nasdaq,US$30.76 billion,US$9.70 billion,US$8.69 billion,US$66.28 billion,US$49.91 billion
170,https://www.tencent.com,SEHK,¥560.118 billion RMB,¥271.62 billion RMB,¥227.81 billion RMB,¥1.612 trillion RMB,¥876.693 billion RMB
171,https://www.deere.com,NYSE,US$52.58 billion,US$9.13 billion,US$7.13 billion,US$90.03 billion,US$20.27 billion
172,https://www.sanofi.com,Euronext Paris,€42.99 billion,€10.66 billion,€8.371 billion,€126.7 billion,€74.78 billion
173,http://us.puma.com,FWB,€8.465 billion,€640 million,€353 million,€6.772 billion,€2.538 billion
174,https://www.twilio.com,NYSE,US$3.826 billion,−US$1.21 billion,−US$1.26 billion,US$12.56 billion,US$10.56 billion
175,https://www.medtronic.com,NYSE,US$31.69 billion,US$5.75 billion,US$5.04 billion,US$90.98 billion,US$52.55 billion
176,https://www.wilmar-international.com,SGX,US$50.53 billion,,US$1.69 billion,US$21.38 billion,US$21.38 billion
177,https://www.tyson.com,NYSE,US$ 43.185 billion,US$ 3.449 billion,US$ 2.061 billion,US$ 34.456 billion,US$ 15.245 billion
178,http://cgi.com,TSX,C$12.164 billion,C$1.863 billion,C$1.518 billion,C$23.24 billion,C$6.615 billion
179,https://www.nissan-global.com,TYO,¥9.757 trillion,¥286.4 billion,¥249.6 billion,¥18.96 trillion,¥5.82 trillion
180,http://www.ab-inbev.com,Euronext Brussels,US$52.33 billion,US$16.42 billion,US$9.17 billion,US$236.65 billion,US$84.55 billion
181,http://www.dxc.com,NYSE,US$16.27 billion,US$139 million,US$718 million,US$20.14 billion,US$5.05 billion
182,https://www.cognizant.com,Nasdaq,US$19.42 billion,US$3.01 billion,US$2.29 billion,US$17.85 billion,US$12.30 billion
183,https://www.ea.com,Nasdaq,US$6.99 billion,US$1.13 billion,US$789 million,US$13.8 billion,US$7.63 billion
184,https://www.walgreensbootsalliance.com,Nasdaq,US$132.7 billion,US$1.387 billion,US$4.337 billion,US$90.124 billion,US$29.366 billion
185,http://diageo.com,LSE,£22.448 billion,£4.409 billion,£3.338 billion,£36.516 billion,£9.514 billion
186,https://hpe.com,NYSE,US$28.5 billion,US$782 million,US$868 million,US$57.1 billion,US$19.9 billion
187,http://on-running.com,NYSE,CHF 725 million,,CHF −170 million,CHF 1.24 billion,CHF 848 million
188,https://www.zillowgroup.com,Nasdaq,US$1.958 billion,−US$93 million,−US$101 million,US$6.563 billion,US$4.482 billion
189,https://www.baesystems.com,LSE,£21.258 billion,£2.384 billion,£1.674 billion,£31.462 billion,£11.400 billion
190,https://www.loblaw.ca/Loblaw,TSX,CA$56.504 billion,CA$3.342 billion,CA$1.994 billion,CA$38.147 billion,CA$11.456 billion
191,https://www.dollargeneral.com,NYSE,US$34.220 Billion,US$3.220 Billion,US$2.399 Billion,US$26.327 Billion,US$6.261 Billion
192,https://www.allbirds.com,Nasdaq,US$298 million,US$−100 million,US$−101 million,US$462 million,US$317 million
193,http://marksandspencer.com,LSE,£10.885 billion,£522.9 million,£309.0 million,,
194,https://www.westrock.com,NYSE,US$14.86 billion,,,,
195,https://underarmour.com,NYSE,US$5.683 billion,US$486.29 million,US$360.06 million,US$4.991 billion,US$2.088 billion
196,https://www.mattel.com,Nasdaq,US$5.46 billion,US$730 million,US$903 million,US$6.39 billion,US$1.57 billion
197,https://www.paloaltonetworks.com,Nasdaq,US$5.50 billion,US$−189 million,US$−267 million,US$12.25 billion,US$210 million
198,http://vodafone.com,LSE,€45.580 billion,€5.664 billion,€2.624 billion,€153.953 billion,€56.977 billion
199,https://www.nubank.com,NYSE,US$1.69 billion,,US$−165 million,US$19.8 billion,US$4.4 billion
200,http://www.spectrum.com,Nasdaq,US$54.02 billion,US$11.96 billion,US$5.85 billion,US$144.5 billion,US$12.55 billion
201,https://www.brookfield.com,NYSE,US$92.8 billion,,US$5.19 billion,US$441 billion,US$142 billion
202,http://www.mi.com,SEHK,US$40.7 billion,US$0.408 billion,US$0.36 billion, US$39.72 billion,US$20.9 billion
203,https://www.dialog.lk/Dialog Axiata,CSE,LKR120.141 billion,LKR16.682 billion,LKR12.002 billion,LKR187.692 billion,LKR82.203 billion
204,https://www.db.com,FWB,€27.2 billion,€5.6 billion,€5.7 billion,€1.337 trillion,€62 billion
205,https://www.livenation.com,NYSE,US$16.68 billion,US$732 million,US$296 million,US$16.46 billion,US$–368 million
206,https://www.skechers.com,NYSE,US$7.44 billion,US$546.7 million,US$373 million,US$6.89 billion,
207,https://www.vmware.com,NYSE,US$13.4 billion,US$2.02 billion,US$1.31 billion,US$31.2 billion,US$1.53 billion
208,https://zomato.com,BSE,₹4.687 crore,₹−1.220 crore,₹−1.222 crore,₹16.505 crore,₹17.327 crore
209,https://www.iqvia.com,NYSE,US$13.87 billion,US$1.39 billion,US$971 million,US$24.69 billion,US$6.04 billion
210,https://www.adm.com,NYSE,US$85.249 billion,,US$2.709 billion,US$49.719 billion,US$20 billion
211,https://cibc.com,TSX,Can$20.02 billion,,Can$6.45 billion,Can$837.68 billion,Can$45.83 billion
212,https://www.sherwin-williams.com,NYSE,US$22.2 billion,,US$2.02 billion,US$22.6 billion,US$3.10 billion
213,https://aecom.com,NYSE,US$13.148 billion,,US$−495 million,US$12.99 billion,
214,https://www.universalmusic.com,Euronext Amsterdam,€8.504 billion,€1.399 billion,,,
215,https://www.glencore.com,LSE,US$255.984 billion,US$24.215 billion,US$16.511 billion,US$132.583 billion,US$45.219 billion
216,https://www.sony.com,TYO,¥8.999 trillion,¥971.965 billion,¥1.191 trillion,¥26.354 trillion,¥5.621 trillion
217,https://www.servicenow.com,NYSE,US$7.25 billion,US$355 million,US$325 million,US$13.3 billion,US$5.03 billion
218,https://www.harley-davidson.com,NYSE,US$4.540 Billion,US$823 Million,US$650.0 Million,US$11.051 Billion,US$2.553 Billion
219,http://rogers.com,TSX,CA$13.916 billion,CA$2.172 billion,CA$1.592 billion,CA$38.854 billion,CA$9.573 billion
221,https://www.prudential.com,NYSE,US$70.934 billion,US$9.381 billion,US$7.724 billion,US$937.582 billion,US$62.608 billion
222,https://www.sysco.com,NYSE,US$55.371 billion,US$2.053 billion,US$1.143 billion,US$17.757 billion,US$2.382 billion
223,http://aramark.com,NYSE,US$14.6 billion,US$746.31 million,US$287.81 million,US$10.582 billion,US$2.161 billion
224,http://www.tatasteel.com,BSE,₹244.744 crore,₹63.490 crore,₹40.154 crore,₹285.945 crore,₹114.443 crore
225,http://crocs.com,Nasdaq,US$2.313B,Net income US$725 million,US$725 million,US$1.54B,US$14.08M
226,http://www.berkshirehathaway.com,NYSE,US$302.1 billion,US$−30.6 billion,US$−22.8 billion,US$948.4 billion,US$472.4 billion
227,https://www.etsy.com,Nasdaq,US$2.57 billion,−US$659 million,−US$694 million,US$2.63 billion,−US$547 million
228,https://www.appliedmaterials.com,Nasdaq,US$25.79 billion,US$7.79 billion,US$6.53 billion,US$26.73 billion,US$12.19 billion
229,http://schroders.com,LSE,£2.891.7 million,£723.0 million,£486.2 million,,
230,http://macquarie.com,ASX,4 years ago,A$12.774 billion,A$3.015 billion,,
231,https://www.lucidmotors.com,Nasdaq,US$608.2 million,US$−2.59 billion,US$−1.30 billion,US$7.88 billion,US$4.35 billion
232,https://www.bedbathandbeyond.com,Nasdaq,US$7.87 billion,US$-408 million,US$-560 million,US$5.13 billion,US$174 million
233,https://www.abercrombie.com,NYSE,US$3.71 billion,US$355.18 million,US$263.01 million,US$2.93 billion,₹95.641 crore
234,http://kotak.com,BSE,₹59.051 crore,₹16.719 crore,₹12.089.4 crore,₹546.497 crore,497 crore
235,https://www.lamresearch.com,Nasdaq,US$17.23 billion,US$5.38 billion,US$6.61 billion,US$17.20 billion,US$6.28 billion
236,http://genpact.com,NYSE,$3.71 billion,$589 million,$308 million,$4.87 billion,$1.83 billion
238,http://www.parker.com,NYSE,US$15.86 billion,US$2.85 billion,US$1.32 billion,US$25.94 billion,US$8.86 billion
239,https://www.regeneron.com,Nasdaq,US$12.17 billion,US$4.74 billion,US$4.34 billion,US$29.21 billion,US$22.66 billion
240,http://danone.com,Euronext Paris,€25.3 billion,€3.84 billion,€1.92 billion,€45.36 billion,€17.37 billion
241,https://www.elevancehealth.com,NYSE,US$156.6 billion,US$7.77 billion,US$6.03 billion,US$102.8 billion,US$36.31 billion
242,https://www.hanes.com,NYSE,US$7.0 billion,US$889.7 million,US$600.7 million,US$7.4 billion,US$1.2 billion
243,https://www.marshmclennan.com,NYSE,US$20.7 billion,US$4.28 billion,US$3.05 billion,US$33.5 billion,US$10.7 billion
244,https://www.broadcom.com,Nasdaq,US$33.20 billion,US$14.23 billion,US$11.50 billion,US$73.25 billion,US$22.71 billion
245,https://www.ulta.com,Nasdaq,US$4.855 billion,,US$409.8 million,US$2.552 billion,
246,https://www.nokia.com,Nasdaq Helsinki,€24.91 billion,€2.318 billion,€4.259 billion,€42.94 billion,€21.43 billion
247,https://www.adp.com,Nasdaq,US$14.59 billion,US$3.29 billion,US$2.47 billion,US$39.17 billion,US$5.75 billion
248,https://www.adp.com,Nasdaq,US$14.59 billion,US$3.29 billion,US$2.47 billion,US$39.17 billion,US$5.75 billion
249,https://www.travelers.com,NYSE,US$31.581 billion,US$3.138 billion,US$2.622 billion,US$110.122 billion,US$25.943 billion
250,https://www.axisbank.com,BSE,₹86.114 crore,₹26.746 crore,₹14.162 crore,₹1.195.528 crore,₹117.495 crore
251,https://23andme.com,Nasdaq,US$272 million,US$−254 million,US$−217 million,US$1.15 billion,US$916 million
252,https://www.hubspot.com,NYSE,US$1.73 billion,US$−109 million,US$−113 million,US$2.54 billion,US$992 million
253,https://www.yesbank.in/Yes Bank,BSE,₹22.423 crore,₹1.433.68 crore,₹1.064.04 crore,₹273.543 crore,₹33.196 crore
254,http://icicibank.com,BSE,₹157.536 crore,US$20 billion,₹25.783 crore,₹1.752.637 crore,₹180.662 crore
255,https://thetradedesk.com,Nasdaq,US$1.58 billion,US$114 million,US$53.4 million,US$4.38 billion,US$2.12 billion
256,https://www.abbvie.com,NYSE,US$58.05 billion,US$18.12 billion,US$11.84 billion,US$138.8 billion,US$17.29 billion
257,https://www.tjx.com,NYSE,US$38.937 billion,US$4.17 billion,US$3.06 billion,US$14.326 billion,US$5.05 billion
258,http://www.phillips66.com,NYSE,96 years ago,US$ 1.838 billion,US$ $3.076 billion,US$ $58.720 billion,US$ 25.085 billion
259,http://amctheatres.com,NYSE,US$3.91 billion,US$−0.52 billion,US$−0.97 billion,US$9.14 billion,US$−2.62 billion
260,https://www.thomsonreuters.com,TSX,US$6.627 billion,US$1.834 billion,US$1.338 billion,US$21.711 billion,US$11.885 billion
261,http://zendesk.com,NYSE,US$1.34 billion,US$−166.68 million,US$−223.64 million,US$2.45 billion,US$489.22 million
262,https://www.willistowerswatson.com,Nasdaq,US$9.0 billion,US$2.2 billion,US$4.2 billion,US$34.97 billion,US$13.26 billion
263,https://www.manulife.com,TSX,CA$39.0 billion,,CA$5.9 billion,CA$750.3 billion,CA$47.2 billion
264,https://shop.nordstrom.com,NYSE,US$14.789 billion,US$492 million,US$178 million,US$8.869 billion,US$581 million
265,https://www.lennar.com,NYSE,US$27.130 Billion,US$5.819 Billion,US$4.430 Billion,US$33.207 Billion,US$20.996 Billion
266,https://mtch.com,Nasdaq,US$2.391 billion,,US$188 million,US$2.976 billion,US$1.176 billion
267,http://www.sodexo.com,Euronext,€17.43 billion,€339 million,€137 million,€18.99 billion,€3.17 billion
268,https://footlocker.com,NYSE,US$8.0 billion,US$659 million,US$491 million,US$6.6 billion,US$2.519 billion
269,https://www.ericsson.com,Nasdaq Stockholm,232.314 billion kr,31.780 billion kr,22.980 billion kr,305.614 billion kr,107.099 billion kr
270,https://www.wayfair.com,NYSE,US$13.71 billion,US$ −94 million,US$ −131 million,US$ 4.57 billion,US$ −1.62 billion
271,http://www.riotinto.com,ASX,US$55.554 billion,US$19.933 billion,US$13.076 billion,US$96.744 billion,US$52.274 billion
272,http://newyorklife.com,,US$44.117 billion,n,US$1.004 billion,US$330.8 billion,US$22.03 billion
273,http://l3harris.com,NYSE,US$17.06 billion,US$1.06 billion,US$1.27 billion,US$33.52 billion,US$18.52 billion
274,https://www.thalesgroup.com,Euronext Paris,€16.19 billion,€1.14 billion,€1.09 billion,€32.84 billion,€6.72 billion
275,http://zurich.com,SIX,US$ 69.87 billion,n,]Total assets US$435.826 billion,US$435.826 billion,US$39.170 billion
276,https://flex.com,Nasdaq,US$26.04 billion,US$972 million,US$936 million,US$19.33 billion,US$4.13 billion
277,https://www.yum.com,NYSE,US$6.840 billion,US$1.930 billion,US$1.294 billion,US$5.231 billion,−US$8.016 billion
278,http://carvana.com,NYSE,US$13.6 billion,,US$−1.6 billion,US$8.70 billion,US$−1.1 billion
279,http://rb.com,LSE,£14.453 million,£3.249 million,£2.349 million,,
280,https://group.bnpparibas/BNP Paribas,Euronext Paris,€50.4 billion,€13.7 billion,€10.2 billion,€2.67 trillion,€122 billion
282,http://www.gannett.com,NYSE,US$ 2.9 billion,–US$ 146 million,–US$ 119 million,US$ 4.02 billion,US$ 981 million
283,https://www.hasbro.com,Nasdaq,US$5.86 billion,US$407.7 million,US$203.5 million,US$9.2959 billion,US$2.8619 billion
284,https://www.publicisgroupe.com,Euronext Paris,€10.788 billion,€983 million,€576 million,€30.161 billion,€7.160 billion
285,http://avisbudget.com,Nasdaq,US$9.172 billion,US$788 million,US$302 million,US$23.126 billion,US$656 million
286,http://www.fonterra.com,Shareholders' Market,NZ$22.95 billion,NZ$1.02 billion,NZ$0.58 billion,NZ$18.78 billion,NZ$6.91 billion
287,https://www.johnsoncontrols.com,NYSE,US$25.3 billion,US$1.7 billion,US$1.5 billion,US$42.1 billion,US$16.3 billion
288,https://www.jcpenney.com,NYSE,US$11.167 billion,US$−8 million,US$−268 million,US$5.900 billion,US$829 million
289,https://unity.com,NYSE,US$1.39 billion,US$–882 million,US$–921 million,US$7.83 billion,US$3.53 billion
290,https://dish.com,Nasdaq,US$17.437 billion,US$2.675 billion,US$2.065 billion,US$49.858 billion,US$16.549 billion
291,https://www.asus.com,TWSE,NT$412.8 billion,NT$24.9 billion,NT$28.4 billion,NT$396 billion,NT$214 billion
292,https://www.northerntrust.com,Nasdaq,$6.59 billion,,$1.46 billion,$183 billion,$11.13 billion
293,http://rtlgroup.com,FWB,€6.651 billion,,,,
294,http://www.gamestop.com,NYSE,US$5.93 billion,−US$312 million,−US$313 million,US$3.11 billion,US$1.32 billion
295,https://www.docusign.com,Nasdaq,US$2.52 billion,US$−88 million,US$−97 million,US$3.01 billion,US$617 million
296,http://www.cummins.com,NYSE,US$28.07 billion,US$2.93 billion,US$2.15 billion,US$30.30 billion,US$8.98 billion
297,https://www.novartis.com,SIX,US$50.545 billion,US$9.197 billion,US$6.955 billion,US$117.453 billion,US$59.423 billion
298,https://www.generalmills.com,NYSE,US$17.63 billion,US$2.60 billion,US$2.18 billion,US$31.37 billion,US$8.89 billion
299,http://airtel.africaAirtel Africa,LSE,$4.724 billion,$1.535 billion,$0.755 billion,$10.364 billion,$3.649 billion
300,http://carlyle.com,Nasdaq,US$4.44 billion,US$1.57 billion,US$1.23 billion,US$21.4 billion,US$6.82 billion
301,https://www.alaskaair.com,NYSE,US$9.65 billion,US$70 million,US$58 million,US$14.2 billion,US$3.82 billion
303,https://www.sixflags.com,NYSE,US$1.497 billion,US$498.14 million,US$130 million,,
304,https://levi.com,NYSE,$5.764 billion,$686 million,$554 million,$5.9 billion,
305,http://rbi.com,TSX,US$5.73 billion,US$2.248 billion,US$1.25 billion,US$23.246 billion,US$3.853 billion
306,http://spglobal.com,NYSE,US$11.18 billion,US$4.94 billion,US$3.25 billion,US$61.78 billion,US$36.39 billion
307,https://www.centene.com,NYSE,US$111.115 billion,US$3.082 billion,US$1.808 billion,US$68.719 billion,US$25.885 billion
308,http://tenethealth.com,NYSE,US$17.64 billion,US$1.99 billion,US$399 million,US$27.11 billion,US$937 million
309,https://www.coupang.com,NYSE,US$18.406 billion,,US$1.543 billion,,
310,http://zalando.com,FWB,€10.35 billion,€424.7 million,€234.5 million,€6.897 billion,€2.218 billion
311,https://compass-group.com,LSE,£25.512 billion,£1.500 billion,£1.117 billion,,
312,https://www.ncl.com,NYSE,US$1.279 billion,−US$3.484 billion,−US$4.012 billion,US$18.339 billion,US$4.354 billion
313,https://www.thehartford.com,NYSE,US$20.74 billion,US$2.82 billion,US$2.09 billion,US$70.82 billion,US$16.27 billion
314,http://www.freddiemac.com,OTCQB,US$75.125 billion,n,US$9.235 billion,US$2.063 trillion,US$4.477 billion
315,http://canadiantire.caCanadian Tire Corporation,TSX,CA$14.534 billion,n,CA$894.8 million,CA$19.518 billion,llion
316,https://www.mtn.com,JSE,9 years ago,US$5.22 billion,US$3.345 billion,US$13.762 billion,US$12.433 billion
317,https://www.westernunion.com,NYSE,US$5.6 billion,US$1.1 billion,US$851.9 million,US$9.0 billion,US$−309.8 million
318,http://bah.com,NYSE,US$8.36 billion,US$685.18 million,US$466.58 million,US$6.03 billion,US$1.05 billion
319,https://www.globalfoundries.com,Nasdaq,US$6.59 billion,US$−59.8 million,US$−250.3 million,US$15.03 billion,US$7.98 billion
320,https://www.cushmanwakefield.com,NYSE,US$10.1 billion,US$535.1 million,US$196.4 million,US$7.95 billion,US$1.66 billion
321,http://sunlife.com,TSX,CA$35.7 billion,CA$5.09 billion,CA$3.93 billion,CA$345.37 billion,CA$28.07 billion
322,https://www.metlife.com,NYSE,US$71.08 billion,US$8.13 billion,US$6.55 billion,US$759.71 billion,US$67.75 billion
323,http://telstra.com,ASX,A$26 billion,A$6.2 billion,A$3.9 billion,A$42.1 billion,A$14.6 billion
324,https://aptiv.com,NYSE,US$17.49 billion,US$1.26 billion,US$590 million,US$21.88 billion,US$8.81 billion
325,https://www.airfranceklm.com,Euronext Paris,€27.189 billion,€1.141 billion,€293 million,€30.735 billion,
326,https://group.accor.com,Euronext Paris,€2.2 billion,−€227 million,€85 million,,
327,http://heromotocorp.com,BSE,₹31.517 crore,₹3.895 crore,₹2.982 crore,₹22.161 crore,₹15.198 crore
328,http://ajinomoto.com,TYO,¥1.149 billion,¥121 billion,¥80 billion,¥1.457 billion,¥740 billion
329,http://www.halliburton.com,NYSE,US$23.995 billion,US$2.467 billion,US$1.656 billion,US$25.085 billion,US$8.349 billion
330,http://groupm.com,LSE,£14.428.7 million,£1.297.8 million,£775.4 million,,
331,https://www.mtb.com,NYSE,US$6.12 billion,,US$1.776 billion,US$155.12 billion,US$17.903 billion
332,https://www.xpo.com,NYSE,US$7.72 billion,US$377 million,US$666 million,US$6.27 billion,US$1.01 billion
333,https://www.kimcorealty.com,NYSE,$1.044 billion,,$975 million,$11.614 billion,$5.608 billion
334,http://avaya.com,,US$2.97 billion,US$180 million,US$−13 million,US$5.99 billion,US$392 million
335,http://global.abbABB,SIX,US$29.4 billion,US$3.337 billion,US$2.475 billion,US$19.570 billion,US$13.187 billion
336,https://www.aig.com,NYSE,US$52.06 billion,US$5.92 billion,US$9.359 billion,US$596.11 billion,US$65.96 billion
337,https://www.davita.com,NYSE,US$11.62 billion,US$1.80 billion,US$978 million,US$17.12 billion,US$756 million
339,https://www.bochk.com,SEHK,,HKD58.4 billion,HKD34.1 billion,,
340,http://volvogroup.com,Nasdaq Stockholm,473.479 billion kr,45.712 billion kr,32.969 billion kr,629.064 billion kr,166.236 billion kr
341,https://www.hyatt.com,NYSE,US$5.89 billion,US$939 million,US$455 million,US$12.60 billion,US$3.56 billion
343,https://www.keells.com,CSE,LKR202.85 billion,LKR27.32 billion,LKR20.44 billion,LKR717.80 billion,LKR330.10 billion
